Country Name,Year,GDP
Aruba,1994,1330167598
Aruba,1995,1320670391
Aruba,1996,1379888268
Aruba,1997,1531843575
Aruba,1998,1665363128
Aruba,1999,1722798883
Aruba,2000,1873452514
Aruba,2001,1920262570
Aruba,2002,1941094972
Aruba,2003,2021301676
Aruba,2004,2228279330
Aruba,2005,2331005587
Aruba,2006,2421474860
Aruba,2007,2623726257
Aruba,2008,2791960894
Aruba,2009,2498932961
Aruba,2010,2467703911
Aruba,2011,2584463687
Australia,1960,18593347519
Australia,1961,19666256020
Australia,1962,19911524247
Australia,1963,21527606675
Australia,1964,23787658192
Australia,1965,25962593795
Australia,1966,27288610147
Australia,1967,30421099787
Australia,1968,32687870982
Australia,1969,36659200358
Australia,1970,41304737373
Australia,1971,45183111211
Australia,1972,52003504673
Australia,1973,63782190903
Australia,1974,88906411201
Australia,1975,97226546497
Australia,1976,1.05E+11
Australia,1977,1.10E+11
Australia,1978,1.18E+11
Australia,1979,1.35E+11
Australia,1980,1.50E+11
Australia,1981,1.77E+11
Australia,1982,1.94E+11
Australia,1983,1.77E+11
Australia,1984,1.94E+11
Australia,1985,1.80E+11
Australia,1986,1.82E+11
Australia,1987,1.89E+11
Australia,1988,2.36E+11
Australia,1989,3.00E+11
Australia,1990,3.11E+11
Australia,1991,3.26E+11
Australia,1992,3.26E+11
Australia,1993,3.12E+11
Australia,1994,3.23E+11
Australia,1995,3.68E+11
Australia,1996,4.02E+11
Australia,1997,4.36E+11
Australia,1998,4.00E+11
Australia,1999,3.89E+11
Australia,2000,4.15E+11
Australia,2001,3.79E+11
Australia,2002,3.95E+11
Australia,2003,4.67E+11
Australia,2004,6.13E+11
Australia,2005,6.94E+11
Australia,2006,7.48E+11
Australia,2007,8.54E+11
Australia,2008,1.06E+12
Australia,2009,9.27E+11
Australia,2010,1.14E+12
Australia,2011,1.39E+12
Australia,2012,1.54E+12
Australia,2013,1.57E+12
Australia,2014,1.46E+12
Australia,2015,1.35E+12
Australia,2016,1.20E+12
Bahamas,1960,169803921.6
Bahamas,1961,190098039.2
Bahamas,1962,212254902
Bahamas,1963,237745098
Bahamas,1964,266666666.7
Bahamas,1965,300392156.9
Bahamas,1966,340000000
Bahamas,1967,390196078.4
Bahamas,1968,444901960.8
Bahamas,1969,528137254.9
Bahamas,1970,538423153.7
Bahamas,1971,573400000
Bahamas,1972,590900000
Bahamas,1973,670900000
Bahamas,1974,632400000
Bahamas,1975,596200000
Bahamas,1976,642100000
Bahamas,1977,713000000
Bahamas,1978,832400000
Bahamas,1979,1139800100
Bahamas,1980,1335300000
Bahamas,1981,1426500000
Bahamas,1982,1578300000
Bahamas,1983,1732800000
Bahamas,1984,2041100000
Bahamas,1985,2320699900
Bahamas,1986,2472500000
Bahamas,1987,2713999900
Bahamas,1988,2817900000
Bahamas,1989,3062000000
Bahamas,1990,3166000000
Bahamas,1991,3111160000
Bahamas,1992,3109000000
Bahamas,1993,3092000000
Bahamas,1994,3259000000
Bahamas,1995,3429000000
Bahamas,1996,3609000000
Bahamas,1997,4961119000
Bahamas,1998,5353524000
Bahamas,1999,6019972000
Bahamas,2000,6327552000
Bahamas,2001,6516651000
Bahamas,2002,6957996000
Bahamas,2003,6949317000
Bahamas,2004,7094413000
Bahamas,2005,7706222000
Bahamas,2006,7965588000
Bahamas,2007,8318996000
Bahamas,2008,8247000000
Bahamas,2009,7820000000
Bahamas,2010,7910000000
Bahamas,2011,7890000000
Bahamas,2012,10720500000
Bahamas,2013,10677200000
Bahamas,2014,10843800000
Bahamas,2015,11240000000
Bahamas,2016,11261800000
Belgium,1960,11658722591
Belgium,1961,12400145222
Belgium,1962,13264015675
Belgium,1963,14260017387
Belgium,1964,15960106681
Belgium,1965,17371457608
Belgium,1966,18651883472
Belgium,1967,19992040788
Belgium,1968,21376353113
Belgium,1969,23710735895
Belgium,1970,26849148286
Belgium,1971,29981290025
Belgium,1972,37408591330
Belgium,1973,47999363072
Belgium,1974,56333010460
Belgium,1975,66029748931
Belgium,1976,71494539498
Belgium,1977,83283328419
Belgium,1978,1.02E+11
Belgium,1979,1.17E+11
Belgium,1980,1.28E+11
Belgium,1981,1.05E+11
Belgium,1982,92588895020
Belgium,1983,87650915976
Belgium,1984,83795680815
Belgium,1985,86730038793
Belgium,1986,1.21E+11
Belgium,1987,1.50E+11
Belgium,1988,1.63E+11
Belgium,1989,1.65E+11
Belgium,1990,2.06E+11
Belgium,1991,2.12E+11
Belgium,1992,2.36E+11
Belgium,1993,2.26E+11
Belgium,1994,2.46E+11
Belgium,1995,2.90E+11
Belgium,1996,2.81E+11
Belgium,1997,2.55E+11
Belgium,1998,2.61E+11
Belgium,1999,2.60E+11
Belgium,2000,2.38E+11
Belgium,2001,2.38E+11
Belgium,2002,2.59E+11
Belgium,2003,3.19E+11
Belgium,2004,3.71E+11
Belgium,2005,3.87E+11
Belgium,2006,4.10E+11
Belgium,2007,4.72E+11
Belgium,2008,5.19E+11
Belgium,2009,4.85E+11
Belgium,2010,4.84E+11
Belgium,2011,5.27E+11
Belgium,2012,4.98E+11
Belgium,2013,5.21E+11
Belgium,2014,5.31E+11
Belgium,2015,4.55E+11
Belgium,2016,4.68E+11
Brazil,1960,15165569913
Brazil,1961,15236854859
Brazil,1962,19926293839
Brazil,1963,23021477292
Brazil,1964,21211892260
Brazil,1965,21790035117
Brazil,1966,27062716578
Brazil,1967,30591834054
Brazil,1968,33875881876
Brazil,1969,37458898244
Brazil,1970,42327600098
Brazil,1971,49204456700
Brazil,1972,58539008786
Brazil,1973,79279057731
Brazil,1974,1.05E+11
Brazil,1975,1.24E+11
Brazil,1976,1.53E+11
Brazil,1977,1.76E+11
Brazil,1978,2.01E+11
Brazil,1979,2.25E+11
Brazil,1980,2.35E+11
Brazil,1981,2.64E+11
Brazil,1982,2.82E+11
Brazil,1983,2.03E+11
Brazil,1984,2.09E+11
Brazil,1985,2.23E+11
Brazil,1986,2.68E+11
Brazil,1987,2.94E+11
Brazil,1988,3.30E+11
Brazil,1989,4.26E+11
Brazil,1990,4.62E+11
Brazil,1991,6.03E+11
Brazil,1992,4.01E+11
Brazil,1993,4.38E+11
Brazil,1994,5.58E+11
Brazil,1995,7.86E+11
Brazil,1996,8.50E+11
Brazil,1997,8.83E+11
Brazil,1998,8.64E+11
Brazil,1999,5.99E+11
Brazil,2000,6.55E+11
Brazil,2001,5.59E+11
Brazil,2002,5.08E+11
Brazil,2003,5.58E+11
Brazil,2004,6.69E+11
Brazil,2005,8.92E+11
Brazil,2006,1.11E+12
Brazil,2007,1.40E+12
Brazil,2008,1.70E+12
Brazil,2009,1.67E+12
Brazil,2010,2.21E+12
Brazil,2011,2.62E+12
Brazil,2012,2.47E+12
Brazil,2013,2.47E+12
Brazil,2014,2.46E+12
Brazil,2015,1.80E+12
Brazil,2016,1.80E+12
Cambodia,1960,637142865.7
Cambodia,1961,642857134.3
Cambodia,1962,660000008.6
Cambodia,1963,728571437.1
Cambodia,1964,782857128.6
Cambodia,1965,868571428.6
Cambodia,1966,914285714.3
Cambodia,1967,962857134.3
Cambodia,1968,1065714249
Cambodia,1969,978873232.4
Cambodia,1970,718401157.7
Cambodia,1971,969911421.4
Cambodia,1972,505549441.4
Cambodia,1973,702899156
Cambodia,1974,588443893.7
Cambodia,1993,2533727592
Cambodia,1994,2791435272
Cambodia,1995,3441205693
Cambodia,1996,3506695720
Cambodia,1997,3443413389
Cambodia,1998,3120425503
Cambodia,1999,3517242477
Cambodia,2000,3654031716
Cambodia,2001,3984000517
Cambodia,2002,4284028483
Cambodia,2003,4658246918
Cambodia,2004,5337833248
Cambodia,2005,6293046162
Cambodia,2006,7274595707
Cambodia,2007,8639235842
Cambodia,2008,10351914093
Cambodia,2009,10401851851
Cambodia,2010,11242275199
Cambodia,2011,12829541141
Cambodia,2012,14038383450
Cambodia,2013,15449630419
Cambodia,2014,16777820333
Cambodia,2015,18049954289
Cambodia,2016,20016747754
Canada,1960,41093453545
Canada,1961,40767969454
Canada,1962,41978852041
Canada,1963,44657169109
Canada,1964,48882938810
Canada,1965,53909570342
Canada,1966,60358632035
Canada,1967,64768831262
Canada,1968,70759031842
Canada,1969,77887510242
Canada,1970,87896095224
Canada,1971,99271961478
Canada,1972,1.13E+11
Canada,1973,1.31E+11
Canada,1974,1.60E+11
Canada,1975,1.74E+11
Canada,1976,2.07E+11
Canada,1977,2.12E+11
Canada,1978,2.19E+11
Canada,1979,2.43E+11
Canada,1980,2.74E+11
Canada,1981,3.06E+11
Canada,1982,3.14E+11
Canada,1983,3.41E+11
Canada,1984,3.55E+11
Canada,1985,3.65E+11
Canada,1986,3.77E+11
Canada,1987,4.31E+11
Canada,1988,5.07E+11
Canada,1989,5.65E+11
Canada,1990,5.94E+11
Canada,1991,6.10E+11
Canada,1992,5.92E+11
Canada,1993,5.77E+11
Canada,1994,5.78E+11
Canada,1995,6.04E+11
Canada,1996,6.29E+11
Canada,1997,6.53E+11
Canada,1998,6.32E+11
Canada,1999,6.76E+11
Canada,2000,7.42E+11
Canada,2001,7.36E+11
Canada,2002,7.58E+11
Canada,2003,8.92E+11
Canada,2004,1.02E+12
Canada,2005,1.17E+12
Canada,2006,1.32E+12
Canada,2007,1.46E+12
Canada,2008,1.55E+12
Canada,2009,1.37E+12
Canada,2010,1.61E+12
Canada,2011,1.79E+12
Canada,2012,1.82E+12
Canada,2013,1.84E+12
Canada,2014,1.79E+12
Canada,2015,1.55E+12
Canada,2016,1.53E+12
Chile,1960,4110000000
Chile,1961,4609727273
Chile,1962,5416272727
Chile,1963,5668187500
Chile,1964,5982347826
Chile,1965,6026593750
Chile,1966,7072641026
Chile,1967,7013196078
Chile,1968,7167086957
Chile,1969,8377093023
Chile,1970,9126309735
Chile,1971,10884114754
Chile,1972,11853817308
Chile,1973,16836261173
Chile,1974,16210404184
Chile,1975,7622217352
Chile,1976,10341925249
Chile,1977,13962893422
Chile,1978,15989933708
Chile,1979,21803696985
Chile,1980,29036709872
Chile,1981,34509878044
Chile,1982,25325893206
Chile,1983,20355959237
Chile,1984,19622527480
Chile,1985,17702885394
Chile,1986,18891048819
Chile,1987,22255407685
Chile,1988,26040229793
Chile,1989,29885685143
Chile,1990,33113887818
Chile,1991,37834793730
Chile,1992,45964327559
Chile,1993,49297773130
Chile,1994,57008425296
Chile,1995,73447063319
Chile,1996,78039572222
Chile,1997,84952360922
Chile,1998,81577430181
Chile,1999,75173794497
Chile,2000,77860932152
Chile,2001,70979923960
Chile,2002,69736811435
Chile,2003,75643459840
Chile,2004,99210392858
Chile,2005,1.23E+11
Chile,2006,1.55E+11
Chile,2007,1.74E+11
Chile,2008,1.80E+11
Chile,2009,1.72E+11
Chile,2010,2.19E+11
Chile,2011,2.52E+11
Chile,2012,2.67E+11
Chile,2013,2.78E+11
Chile,2014,2.61E+11
Chile,2015,2.43E+11
Chile,2016,2.47E+11
China,1960,59716467625
China,1961,50056868958
China,1962,47209359006
China,1963,50706799903
China,1964,59708343489
China,1965,70436266147
China,1966,76720285970
China,1967,72881631327
China,1968,70846535056
China,1969,79705906247
China,1970,92602973434
China,1971,99800958648
China,1972,1.14E+11
China,1973,1.39E+11
China,1974,1.44E+11
China,1975,1.63E+11
China,1976,1.54E+11
China,1977,1.75E+11
China,1978,1.50E+11
China,1979,1.78E+11
China,1980,1.91E+11
China,1981,1.96E+11
China,1982,2.05E+11
China,1983,2.31E+11
China,1984,2.60E+11
China,1985,3.09E+11
China,1986,3.01E+11
China,1987,2.73E+11
China,1988,3.12E+11
China,1989,3.48E+11
China,1990,3.61E+11
China,1991,3.83E+11
China,1992,4.27E+11
China,1993,4.45E+11
China,1994,5.64E+11
China,1995,7.35E+11
China,1996,8.64E+11
China,1997,9.62E+11
China,1998,1.03E+12
China,1999,1.09E+12
China,2000,1.21E+12
China,2001,1.34E+12
China,2002,1.47E+12
China,2003,1.66E+12
China,2004,1.96E+12
China,2005,2.29E+12
China,2006,2.75E+12
China,2007,3.55E+12
China,2008,4.60E+12
China,2009,5.11E+12
China,2010,6.10E+12
China,2011,7.57E+12
China,2012,8.56E+12
China,2013,9.61E+12
China,2014,1.05E+13
China,2015,1.11E+13
China,2016,1.12E+13
Czech Republic,1990,40477403220
Czech Republic,1991,29675502270
Czech Republic,1992,34590052812
Czech Republic,1993,40614350197
Czech Republic,1994,47554674591
Czech Republic,1995,59775697061
Czech Republic,1996,66985765439
Czech Republic,1997,61792161168
Czech Republic,1998,66490372105
Czech Republic,1999,64867483193
Czech Republic,2000,61649492817
Czech Republic,2001,67523642262
Czech Republic,2002,81910771994
Czech Republic,2003,99627140274
Czech Republic,2004,1.19E+11
Czech Republic,2005,1.36E+11
Czech Republic,2006,1.55E+11
Czech Republic,2007,1.89E+11
Czech Republic,2008,2.36E+11
Czech Republic,2009,2.06E+11
Czech Republic,2010,2.07E+11
Czech Republic,2011,2.28E+11
Czech Republic,2012,2.07E+11
Czech Republic,2013,2.09E+11
Czech Republic,2014,2.08E+11
Czech Republic,2015,1.87E+11
Czech Republic,2016,1.95E+11
Denmark,1960,6248946880
Denmark,1961,6933842099
Denmark,1962,7812968114
Denmark,1963,8316692386
Denmark,1964,9506678763
Denmark,1965,10678897387
Denmark,1966,11721248101
Denmark,1967,12788479692
Denmark,1968,13196541952
Denmark,1969,15009384585
Denmark,1970,17075466667
Denmark,1971,19085681968
Denmark,1972,23232411898
Denmark,1973,30730638896
Denmark,1974,34160363583
Denmark,1975,40474400473
Denmark,1976,44575847808
Denmark,1977,49784281716
Denmark,1978,60362854967
Denmark,1979,70366280175
Denmark,1980,71127592754
Denmark,1981,61877755005
Denmark,1982,60412846239
Denmark,1983,60644833242
Denmark,1984,59105208273
Denmark,1985,62658544411
Denmark,1986,88078729452
Denmark,1987,1.09E+11
Denmark,1988,1.16E+11
Denmark,1989,1.12E+11
Denmark,1990,1.38E+11
Denmark,1991,1.39E+11
Denmark,1992,1.53E+11
Denmark,1993,1.43E+11
Denmark,1994,1.56E+11
Denmark,1995,1.85E+11
Denmark,1996,1.88E+11
Denmark,1997,1.74E+11
Denmark,1998,1.77E+11
Denmark,1999,1.78E+11
Denmark,2000,1.64E+11
Denmark,2001,1.65E+11
Denmark,2002,1.79E+11
Denmark,2003,2.18E+11
Denmark,2004,2.51E+11
Denmark,2005,2.64E+11
Denmark,2006,2.83E+11
Denmark,2007,3.19E+11
Denmark,2008,3.53E+11
Denmark,2009,3.21E+11
Denmark,2010,3.22E+11
Denmark,2011,3.44E+11
Denmark,2012,3.27E+11
Denmark,2013,3.44E+11
Denmark,2014,3.53E+11
Denmark,2015,3.01E+11
Denmark,2016,3.07E+11
France,1960,62651474947
France,1961,68346741504
France,1962,76313782252
France,1963,85551113767
France,1964,94906593388
France,1965,1.02E+11
France,1966,1.11E+11
France,1967,1.19E+11
France,1968,1.30E+11
France,1969,1.41E+11
France,1970,1.49E+11
France,1971,1.67E+11
France,1972,2.04E+11
France,1973,2.65E+11
France,1974,2.87E+11
France,1975,3.62E+11
France,1976,3.73E+11
France,1977,4.11E+11
France,1978,5.08E+11
France,1979,6.16E+11
France,1980,7.04E+11
France,1981,6.18E+11
France,1982,5.87E+11
France,1983,5.62E+11
France,1984,5.33E+11
France,1985,5.55E+11
France,1986,7.75E+11
France,1987,9.38E+11
France,1988,1.02E+12
France,1989,1.03E+12
France,1990,1.28E+12
France,1991,1.28E+12
France,1992,1.41E+12
France,1993,1.33E+12
France,1994,1.40E+12
France,1995,1.61E+12
France,1996,1.61E+12
France,1997,1.46E+12
France,1998,1.51E+12
France,1999,1.50E+12
France,2000,1.37E+12
France,2001,1.38E+12
France,2002,1.50E+12
France,2003,1.85E+12
France,2004,2.12E+12
France,2005,2.20E+12
France,2006,2.33E+12
France,2007,2.66E+12
France,2008,2.92E+12
France,2009,2.69E+12
France,2010,2.65E+12
France,2011,2.86E+12
France,2012,2.68E+12
France,2013,2.81E+12
France,2014,2.85E+12
France,2015,2.43E+12
France,2016,2.47E+12
Georgia,1990,7753501868
Georgia,1991,6357615894
Georgia,1992,3690328964
Georgia,1993,2701181331
Georgia,1994,2513870587
Georgia,1995,2693731866
Georgia,1996,3094915506
Georgia,1997,3510540809
Georgia,1998,3613500117
Georgia,1999,2800024314
Georgia,2000,3057453483
Georgia,2001,3219487825
Georgia,2002,3395778674
Georgia,2003,3991374549
Georgia,2004,5125273881
Georgia,2005,6410941013
Georgia,2006,7745406201
Georgia,2007,10172869680
Georgia,2008,12795044473
Georgia,2009,10766809099
Georgia,2010,11638536834
Georgia,2011,14434619982
Georgia,2012,15846474596
Georgia,2013,16140047012
Georgia,2014,16509305828
Georgia,2015,13993546732
Georgia,2016,14378016729
Germany,1970,2.15E+11
Germany,1971,2.49E+11
Germany,1972,2.99E+11
Germany,1973,3.97E+11
Germany,1974,4.44E+11
Germany,1975,4.89E+11
Germany,1976,5.18E+11
Germany,1977,5.98E+11
Germany,1978,7.38E+11
Germany,1979,8.78E+11
Germany,1980,9.47E+11
Germany,1981,7.97E+11
Germany,1982,7.74E+11
Germany,1983,7.68E+11
Germany,1984,7.22E+11
Germany,1985,7.30E+11
Germany,1986,1.04E+12
Germany,1987,1.29E+12
Germany,1988,1.40E+12
Germany,1989,1.39E+12
Germany,1990,1.76E+12
Germany,1991,1.86E+12
Germany,1992,2.12E+12
Germany,1993,2.07E+12
Germany,1994,2.21E+12
Germany,1995,2.59E+12
Germany,1996,2.50E+12
Germany,1997,2.22E+12
Germany,1998,2.24E+12
Germany,1999,2.20E+12
Germany,2000,1.95E+12
Germany,2001,1.95E+12
Germany,2002,2.08E+12
Germany,2003,2.51E+12
Germany,2004,2.82E+12
Germany,2005,2.86E+12
Germany,2006,3.00E+12
Germany,2007,3.44E+12
Germany,2008,3.75E+12
Germany,2009,3.42E+12
Germany,2010,3.42E+12
Germany,2011,3.76E+12
Germany,2012,3.54E+12
Germany,2013,3.75E+12
Germany,2014,3.89E+12
Germany,2015,3.38E+12
Germany,2016,3.48E+12
Hong Kong,1960,1320796652
Hong Kong,1961,1383681651
Hong Kong,1962,1612346412
Hong Kong,1963,1935298266
Hong Kong,1964,2206466461
Hong Kong,1965,2435078534
Hong Kong,1966,2489845017
Hong Kong,1967,2692474989
Hong Kong,1968,2716964388
Hong Kong,1969,3189740055
Hong Kong,1970,3800766536
Hong Kong,1971,4476001946
Hong Kong,1972,5710107420
Hong Kong,1973,8030117556
Hong Kong,1974,9388663646
Hong Kong,1975,10048022370
Hong Kong,1976,12876366009
Hong Kong,1977,15719433719
Hong Kong,1978,18315007366
Hong Kong,1979,22526035941
Hong Kong,1980,28861759209
Hong Kong,1981,31055409443
Hong Kong,1982,32291306282
Hong Kong,1983,29907091340
Hong Kong,1984,33511383986
Hong Kong,1985,35699543051
Hong Kong,1986,41075570592
Hong Kong,1987,50622571586
Hong Kong,1988,59707404561
Hong Kong,1989,68790369107
Hong Kong,1990,76928290842
Hong Kong,1991,88959620136
Hong Kong,1992,1.04E+11
Hong Kong,1993,1.20E+11
Hong Kong,1994,1.36E+11
Hong Kong,1995,1.45E+11
Hong Kong,1996,1.60E+11
Hong Kong,1997,1.77E+11
Hong Kong,1998,1.69E+11
Hong Kong,1999,1.66E+11
Hong Kong,2000,1.72E+11
Hong Kong,2001,1.69E+11
Hong Kong,2002,1.66E+11
Hong Kong,2003,1.61E+11
Hong Kong,2004,1.69E+11
Hong Kong,2005,1.82E+11
Hong Kong,2006,1.94E+11
Hong Kong,2007,2.12E+11
Hong Kong,2008,2.19E+11
Hong Kong,2009,2.14E+11
Hong Kong,2010,2.29E+11
Hong Kong,2011,2.49E+11
Hong Kong,2012,2.63E+11
Hong Kong,2013,2.76E+11
Hong Kong,2014,2.91E+11
Hong Kong,2015,3.09E+11
Hong Kong,2016,3.21E+11
Hungary,1991,34748508332
Hungary,1992,38724945368
Hungary,1993,40119073326
Hungary,1994,43160392124
Hungary,1995,46418916500
Hungary,1996,46659796773
Hungary,1997,47290180589
Hungary,1998,48770466839
Hungary,1999,49170434391
Hungary,2000,47310623887
Hungary,2001,53821315066
Hungary,2002,67716887203
Hungary,2003,85324771841
Hungary,2004,1.04E+11
Hungary,2005,1.13E+11
Hungary,2006,1.15E+11
Hungary,2007,1.40E+11
Hungary,2008,1.58E+11
Hungary,2009,1.31E+11
Hungary,2010,1.31E+11
Hungary,2011,1.41E+11
Hungary,2012,1.28E+11
Hungary,2013,1.35E+11
Hungary,2014,1.40E+11
Hungary,2015,1.23E+11
Hungary,2016,1.26E+11
India,1960,36535925030
India,1961,38709096075
India,1962,41599070245
India,1963,47776000903
India,1964,55726873076
India,1965,58760424675
India,1966,45253641300
India,1967,49466168893
India,1968,52377324280
India,1969,57668330027
India,1970,61589800520
India,1971,66452561868
India,1972,70509913047
India,1973,84374541625
India,1974,98198276857
India,1975,97159222028
India,1976,1.01E+11
India,1977,1.20E+11
India,1978,1.35E+11
India,1979,1.51E+11
India,1980,1.84E+11
India,1981,1.91E+11
India,1982,1.98E+11
India,1983,2.15E+11
India,1984,2.09E+11
India,1985,2.29E+11
India,1986,2.46E+11
India,1987,2.75E+11
India,1988,2.93E+11
India,1989,2.92E+11
India,1990,3.17E+11
India,1991,2.67E+11
India,1992,2.84E+11
India,1993,2.76E+11
India,1994,3.23E+11
India,1995,3.55E+11
India,1996,3.88E+11
India,1997,4.10E+11
India,1998,4.16E+11
India,1999,4.53E+11
India,2000,4.62E+11
India,2001,4.79E+11
India,2002,5.08E+11
India,2003,6.00E+11
India,2004,7.00E+11
India,2005,8.09E+11
India,2006,9.20E+11
India,2007,1.20E+12
India,2008,1.19E+12
India,2009,1.32E+12
India,2010,1.66E+12
India,2011,1.82E+12
India,2012,1.83E+12
India,2013,1.86E+12
India,2014,2.04E+12
India,2015,2.09E+12
India,2016,2.26E+12
Ireland,1960,1939329775
Ireland,1961,2088012282
Ireland,1962,2260349684
Ireland,1963,2430843768
Ireland,1964,2766608946
Ireland,1965,2945704143
Ireland,1966,3104034393
Ireland,1967,3343636773
Ireland,1968,3278584478
Ireland,1969,3787077344
Ireland,1970,4401259497
Ireland,1971,5104355309
Ireland,1972,6325627655
Ireland,1973,7490132356
Ireland,1974,7906317069
Ireland,1975,9495165854
Ireland,1976,9465078121
Ireland,1977,11261810826
Ireland,1978,14665538206
Ireland,1979,18341273533
Ireland,1980,21773901117
Ireland,1981,20694944226
Ireland,1982,21500471496
Ireland,1983,20790917197
Ireland,1984,20130728274
Ireland,1985,21295485883
Ireland,1986,28748959729
Ireland,1987,33961141503
Ireland,1988,37818133413
Ireland,1989,39285384083
Ireland,1990,49364680083
Ireland,1991,49847127266
Ireland,1992,55985505159
Ireland,1993,52480251890
Ireland,1994,57166035689
Ireland,1995,69222624495
Ireland,1996,75880630040
Ireland,1997,82826141714
Ireland,1998,90082029831
Ireland,1999,98691939591
Ireland,2000,99853528745
Ireland,2001,1.09E+11
Ireland,2002,1.28E+11
Ireland,2003,1.64E+11
Ireland,2004,1.94E+11
Ireland,2005,2.12E+11
Ireland,2006,2.32E+11
Ireland,2007,2.70E+11
Ireland,2008,2.75E+11
Ireland,2009,2.36E+11
Ireland,2010,2.22E+11
Ireland,2011,2.39E+11
Ireland,2012,2.26E+11
Ireland,2013,2.39E+11
Ireland,2014,2.58E+11
Ireland,2015,2.91E+11
Ireland,2016,3.05E+11
Israel,1960,2598500000
Israel,1961,3138500000
Israel,1962,2510000000
Israel,1963,2992333333
Israel,1964,3405333333
Israel,1965,3663333333
Israel,1966,3980000000
Israel,1967,4030000000
Israel,1968,4619000000
Israel,1969,5329333333
Israel,1970,7045666667
Israel,1971,6709000000
Israel,1972,8771500000
Israel,1973,11321750000
Israel,1974,16334250000
Israel,1975,15353833333
Israel,1976,15176875000
Israel,1977,17365700000
Israel,1978,16836235294
Israel,1979,21505200000
Israel,1980,24154568627
Israel,1981,25568701754
Israel,1982,27826057613
Israel,1983,31079439502
Israel,1984,29148462483
Israel,1985,27493591484
Israel,1986,34083532195
Israel,1987,40946424370
Israel,1988,50078767903
Israel,1989,49881433991
Israel,1990,58986997917
Israel,1991,67530220219
Israel,1992,75575902932
Israel,1993,75954641355
Israel,1994,86307135997
Israel,1995,1.00E+11
